AaegL5_1 | Aedes_aegypti_LVP_AGWG | AaegL5 | 310827022 | chromosome
NIGP01000309 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29148 | supercontig
NIGP01000310 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37057 | supercontig
NIGP01000311 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2000 | supercontig
NIGP01000312 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28712 | supercontig
NIGP01000313 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26505 | supercontig
NIGP01000314 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27607 | supercontig
NIGP01000315 | Aedes_aegypti_LVP_AGWG | AaegL5 | 55932 | supercontig
NIGP01000316 | Aedes_aegypti_LVP_AGWG | AaegL5 | 59481 | supercontig
NIGP01000317 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30549 | supercontig
NIGP01000318 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26934 | supercontig
NIGP01000319 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32392 | supercontig
NIGP01000320 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25585 | supercontig
NIGP01000321 | Aedes_aegypti_LVP_AGWG | AaegL5 | 21064 | supercontig
NIGP01000322 | Aedes_aegypti_LVP_AGWG | AaegL5 | 69087 | supercontig
NIGP01000323 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2500 | supercontig
NIGP01000324 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31010 | supercontig
NIGP01000325 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35528 | supercontig
NIGP01000326 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37374 | supercontig
NIGP01000327 | Aedes_aegypti_LVP_AGWG | AaegL5 | 70813 | supercontig
NIGP01000328 | Aedes_aegypti_LVP_AGWG | AaegL5 | 51608 | supercontig
NIGP01000329 | Aedes_aegypti_LVP_AGWG | AaegL5 | 39116 | supercontig
NIGP01000330 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38183 | supercontig
NIGP01000331 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28954 | supercontig
NIGP01000332 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32983 | supercontig
NIGP01000333 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31217 | supercontig
NIGP01000334 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37191 | supercontig
NIGP01000335 | Aedes_aegypti_LVP_AGWG | AaegL5 | 61727 | supercontig
NIGP01000336 | Aedes_aegypti_LVP_AGWG | AaegL5 | 1000 | supercontig
NIGP01000337 | Aedes_aegypti_LVP_AGWG | AaegL5 | 19404 | supercontig
NIGP01000338 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27269 | supercontig
NIGP01000339 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27639 | supercontig
NIGP01000340 | Aedes_aegypti_LVP_AGWG | AaegL5 | 41658 | supercontig
NIGP01000341 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30690 | supercontig
NIGP01000342 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29670 | supercontig
NIGP01000343 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33950 | supercontig
NIGP01000344 | Aedes_aegypti_LVP_AGWG | AaegL5 | 41722 | supercontig
NIGP01000345 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27118 | supercontig
NIGP01000346 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31368 | supercontig
NIGP01000347 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24043 | supercontig
NIGP01000348 | Aedes_aegypti_LVP_AGWG | AaegL5 | 41770 | supercontig
NIGP01000349 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26206 | supercontig
NIGP01000350 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25186 | supercontig
NIGP01000351 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24728 | supercontig
NIGP01000352 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24875 | supercontig
NIGP01000353 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35266 | supercontig
NIGP01000354 | Aedes_aegypti_LVP_AGWG | AaegL5 | 19073 | supercontig
NIGP01000355 | Aedes_aegypti_LVP_AGWG | AaegL5 | 17500 | supercontig
NIGP01000356 | Aedes_aegypti_LVP_AGWG | AaegL5 | 62695 | supercontig
NIGP01000357 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28382 | supercontig
NIGP01000358 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26571 | supercontig
NIGP01000359 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30117 | supercontig
NIGP01000360 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27404 | supercontig
NIGP01000361 | Aedes_aegypti_LVP_AGWG | AaegL5 | 63815 | supercontig
NIGP01000362 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38428 | supercontig
NIGP01000363 | Aedes_aegypti_LVP_AGWG | AaegL5 | 58150 | supercontig
NIGP01000364 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34641 | supercontig
NIGP01000365 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25262 | supercontig
NIGP01000366 | Aedes_aegypti_LVP_AGWG | AaegL5 | 1000 | supercontig
NIGP01000367 | Aedes_aegypti_LVP_AGWG | AaegL5 | 43298 | supercontig
NIGP01000368 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25234 | supercontig
NIGP01000369 | Aedes_aegypti_LVP_AGWG | AaegL5 | 46641 | supercontig
NIGP01000370 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25161 | supercontig
NIGP01000371 | Aedes_aegypti_LVP_AGWG | AaegL5 | 96511 | supercontig
NIGP01000372 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24126 | supercontig
NIGP01000373 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35822 | supercontig
NIGP01000374 | Aedes_aegypti_LVP_AGWG | AaegL5 | 41454 | supercontig
NIGP01000375 | Aedes_aegypti_LVP_AGWG | AaegL5 | 41885 | supercontig
NIGP01000376 | Aedes_aegypti_LVP_AGWG | AaegL5 | 79256 | supercontig
NIGP01000377 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36602 | supercontig
NIGP01000378 | Aedes_aegypti_LVP_AGWG | AaegL5 | 47541 | supercontig
NIGP01000379 | Aedes_aegypti_LVP_AGWG | AaegL5 | 121724 | supercontig
NIGP01000380 | Aedes_aegypti_LVP_AGWG | AaegL5 | 3000 | supercontig
NIGP01000381 | Aedes_aegypti_LVP_AGWG | AaegL5 | 48126 | supercontig
NIGP01000382 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30600 | supercontig
NIGP01000383 | Aedes_aegypti_LVP_AGWG | AaegL5 | 21231 | supercontig
NIGP01000384 | Aedes_aegypti_LVP_AGWG | AaegL5 | 60034 | supercontig
NIGP01000385 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27118 | supercontig
NIGP01000386 | Aedes_aegypti_LVP_AGWG | AaegL5 | 44972 | supercontig
NIGP01000387 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2500 | supercontig
NIGP01000388 | Aedes_aegypti_LVP_AGWG | AaegL5 | 4500 | supercontig
NIGP01000389 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24672 | supercontig
NIGP01000390 | Aedes_aegypti_LVP_AGWG | AaegL5 | 17686 | supercontig
NIGP01000391 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32997 | supercontig
NIGP01000392 | Aedes_aegypti_LVP_AGWG | AaegL5 | 3500 | supercontig
NIGP01000393 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2000 | supercontig
NIGP01000394 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36767 | supercontig
NIGP01000395 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23631 | supercontig
NIGP01000396 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26130 | supercontig
NIGP01000397 | Aedes_aegypti_LVP_AGWG | AaegL5 | 55089 | supercontig
NIGP01000398 | Aedes_aegypti_LVP_AGWG | AaegL5 | 64787 | supercontig
NIGP01000399 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2500 | supercontig
NIGP01000400 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35181 | supercontig
NIGP01000401 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37521 | supercontig
NIGP01000402 | Aedes_aegypti_LVP_AGWG | AaegL5 | 81937 | supercontig
NIGP01000403 | Aedes_aegypti_LVP_AGWG | AaegL5 | 47489 | supercontig
NIGP01000404 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24695 | supercontig
NIGP01000405 | Aedes_aegypti_LVP_AGWG | AaegL5 | 500 | supercontig
NIGP01000406 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26857 | supercontig
NIGP01000407 | Aedes_aegypti_LVP_AGWG | AaegL5 | 67323 | supercontig
NIGP01000408 | Aedes_aegypti_LVP_AGWG | AaegL5 | 59888 | supercontig
NIGP01000409 | Aedes_aegypti_LVP_AGWG | AaegL5 | 21324 | supercontig
NIGP01000410 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34254 | supercontig
NIGP01000411 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38734 | supercontig
NIGP01000412 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30881 | supercontig
NIGP01000413 | Aedes_aegypti_LVP_AGWG | AaegL5 | 56630 | supercontig
NIGP01000414 | Aedes_aegypti_LVP_AGWG | AaegL5 | 68860 | supercontig
NIGP01000415 | Aedes_aegypti_LVP_AGWG | AaegL5 | 91590 | supercontig
NIGP01000416 | Aedes_aegypti_LVP_AGWG | AaegL5 | 129821 | supercontig
NIGP01000417 | Aedes_aegypti_LVP_AGWG | AaegL5 | 61606 | supercontig
NIGP01000418 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33784 | supercontig
NIGP01000419 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34615 | supercontig
NIGP01000420 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29489 | supercontig
NIGP01000421 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36065 | supercontig
NIGP01000422 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37702 | supercontig
NIGP01000423 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28068 | supercontig
NIGP01000424 | Aedes_aegypti_LVP_AGWG | AaegL5 | 49711 | supercontig
NIGP01000425 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2500 | supercontig
NIGP01000426 | Aedes_aegypti_LVP_AGWG | AaegL5 | 44303 | supercontig
NIGP01000427 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35403 | supercontig
NIGP01000428 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37558 | supercontig
NIGP01000429 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2000 | supercontig
NIGP01000430 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22981 | supercontig
NIGP01000431 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25096 | supercontig
NIGP01000432 | Aedes_aegypti_LVP_AGWG | AaegL5 | 81083 | supercontig
NIGP01000433 | Aedes_aegypti_LVP_AGWG | AaegL5 | 74703 | supercontig
NIGP01000434 | Aedes_aegypti_LVP_AGWG | AaegL5 | 20915 | supercontig
NIGP01000435 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28375 | supercontig
NIGP01000436 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36424 | supercontig
NIGP01000437 | Aedes_aegypti_LVP_AGWG | AaegL5 | 66942 | supercontig
NIGP01000438 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27827 | supercontig
NIGP01000439 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27451 | supercontig
NIGP01000440 | Aedes_aegypti_LVP_AGWG | AaegL5 | 69422 | supercontig
NIGP01000441 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38054 | supercontig
NIGP01000442 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31606 | supercontig
NIGP01000443 | Aedes_aegypti_LVP_AGWG | AaegL5 | 55314 | supercontig
NIGP01000444 | Aedes_aegypti_LVP_AGWG | AaegL5 | 16500 | supercontig
NIGP01000445 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29778 | supercontig
NIGP01000446 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22737 | supercontig
NIGP01000447 | Aedes_aegypti_LVP_AGWG | AaegL5 | 41582 | supercontig
NIGP01000448 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26021 | supercontig
NIGP01000449 | Aedes_aegypti_LVP_AGWG | AaegL5 | 40725 | supercontig
NIGP01000450 | Aedes_aegypti_LVP_AGWG | AaegL5 | 53704 | supercontig
NIGP01000451 | Aedes_aegypti_LVP_AGWG | AaegL5 | 183405 | supercontig
NIGP01000452 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31843 | supercontig
NIGP01000453 | Aedes_aegypti_LVP_AGWG | AaegL5 | 41095 | supercontig
NIGP01000454 | Aedes_aegypti_LVP_AGWG | AaegL5 | 3500 | supercontig
NIGP01000455 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26958 | supercontig
NIGP01000456 | Aedes_aegypti_LVP_AGWG | AaegL5 | 50708 | supercontig
NIGP01000457 | Aedes_aegypti_LVP_AGWG | AaegL5 | 52674 | supercontig
NIGP01000458 | Aedes_aegypti_LVP_AGWG | AaegL5 | 20929 | supercontig
NIGP01000459 | Aedes_aegypti_LVP_AGWG | AaegL5 | 21603 | supercontig
NIGP01000460 | Aedes_aegypti_LVP_AGWG | AaegL5 | 79704 | supercontig
NIGP01000461 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23556 | supercontig
NIGP01000462 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25479 | supercontig
NIGP01000463 | Aedes_aegypti_LVP_AGWG | AaegL5 | 53864 | supercontig
NIGP01000464 | Aedes_aegypti_LVP_AGWG | AaegL5 | 50765 | supercontig
NIGP01000465 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36988 | supercontig
NIGP01000466 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30522 | supercontig
NIGP01000467 | Aedes_aegypti_LVP_AGWG | AaegL5 | 49788 | supercontig
NIGP01000468 | Aedes_aegypti_LVP_AGWG | AaegL5 | 500 | supercontig
NIGP01000469 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24579 | supercontig
NIGP01000470 | Aedes_aegypti_LVP_AGWG | AaegL5 | 206929 | supercontig
NIGP01000471 | Aedes_aegypti_LVP_AGWG | AaegL5 | 59894 | supercontig
NIGP01000472 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31656 | supercontig
NIGP01000473 | Aedes_aegypti_LVP_AGWG | AaegL5 | 43013 | supercontig
NIGP01000474 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28448 | supercontig
NIGP01000475 | Aedes_aegypti_LVP_AGWG | AaegL5 | 300825 | supercontig
NIGP01000476 | Aedes_aegypti_LVP_AGWG | AaegL5 | 45595 | supercontig
NIGP01000477 | Aedes_aegypti_LVP_AGWG | AaegL5 | 56206 | supercontig
NIGP01000478 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35553 | supercontig
NIGP01000479 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25691 | supercontig
NIGP01000480 | Aedes_aegypti_LVP_AGWG | AaegL5 | 43497 | supercontig
NIGP01000481 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36273 | supercontig
NIGP01000482 | Aedes_aegypti_LVP_AGWG | AaegL5 | 84091 | supercontig
NIGP01000483 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27107 | supercontig
NIGP01000484 | Aedes_aegypti_LVP_AGWG | AaegL5 | 21849 | supercontig
NIGP01000485 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22932 | supercontig
NIGP01000486 | Aedes_aegypti_LVP_AGWG | AaegL5 | 50213 | supercontig
NIGP01000487 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27373 | supercontig
NIGP01000488 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26486 | supercontig
NIGP01000489 | Aedes_aegypti_LVP_AGWG | AaegL5 | 41698 | supercontig
NIGP01000490 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30763 | supercontig
NIGP01000491 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28036 | supercontig
NIGP01000492 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32747 | supercontig
NIGP01000493 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2000 | supercontig
NIGP01000494 | Aedes_aegypti_LVP_AGWG | AaegL5 | 20703 | supercontig
NIGP01000495 | Aedes_aegypti_LVP_AGWG | AaegL5 | 177013 | supercontig
NIGP01000496 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26545 | supercontig
NIGP01000497 | Aedes_aegypti_LVP_AGWG | AaegL5 | 59183 | supercontig
NIGP01000498 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27846 | supercontig
NIGP01000499 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28745 | supercontig
NIGP01000500 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25217 | supercontig
NIGP01000501 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36033 | supercontig
NIGP01000502 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22450 | supercontig
NIGP01000503 | Aedes_aegypti_LVP_AGWG | AaegL5 | 12183 | supercontig
NIGP01000504 | Aedes_aegypti_LVP_AGWG | AaegL5 | 66192 | supercontig
NIGP01000505 | Aedes_aegypti_LVP_AGWG | AaegL5 | 69083 | supercontig
NIGP01000506 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26582 | supercontig
NIGP01000507 | Aedes_aegypti_LVP_AGWG | AaegL5 | 41869 | supercontig
NIGP01000508 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25662 | supercontig
NIGP01000509 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28575 | supercontig
NIGP01000510 | Aedes_aegypti_LVP_AGWG | AaegL5 | 12886 | supercontig
NIGP01000511 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2500 | supercontig
NIGP01000512 | Aedes_aegypti_LVP_AGWG | AaegL5 | 51294 | supercontig
NIGP01000513 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22847 | supercontig
NIGP01000514 | Aedes_aegypti_LVP_AGWG | AaegL5 | 40214 | supercontig
NIGP01000515 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30245 | supercontig
NIGP01000516 | Aedes_aegypti_LVP_AGWG | AaegL5 | 44880 | supercontig
NIGP01000517 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27155 | supercontig
NIGP01000518 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28840 | supercontig
NIGP01000519 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26846 | supercontig
NIGP01000520 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34522 | supercontig
NIGP01000521 | Aedes_aegypti_LVP_AGWG | AaegL5 | 60698 | supercontig
NIGP01000522 | Aedes_aegypti_LVP_AGWG | AaegL5 | 51293 | supercontig
NIGP01000523 | Aedes_aegypti_LVP_AGWG | AaegL5 | 43651 | supercontig
NIGP01000524 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32577 | supercontig
NIGP01000525 | Aedes_aegypti_LVP_AGWG | AaegL5 | 106838 | supercontig
NIGP01000526 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26320 | supercontig
NIGP01000527 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35071 | supercontig
NIGP01000528 | Aedes_aegypti_LVP_AGWG | AaegL5 | 21793 | supercontig
NIGP01000529 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34288 | supercontig
NIGP01000530 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26961 | supercontig
NIGP01000531 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31484 | supercontig
NIGP01000532 | Aedes_aegypti_LVP_AGWG | AaegL5 | 60555 | supercontig
NIGP01000533 | Aedes_aegypti_LVP_AGWG | AaegL5 | 50998 | supercontig
NIGP01000534 | Aedes_aegypti_LVP_AGWG | AaegL5 | 1496 | supercontig
NIGP01000535 | Aedes_aegypti_LVP_AGWG | AaegL5 | 1000 | supercontig
NIGP01000536 | Aedes_aegypti_LVP_AGWG | AaegL5 | 16978 | supercontig
NIGP01000537 | Aedes_aegypti_LVP_AGWG | AaegL5 | 87083 | supercontig
NIGP01000538 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25852 | supercontig
NIGP01000539 | Aedes_aegypti_LVP_AGWG | AaegL5 | 39110 | supercontig
NIGP01000540 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24321 | supercontig
NIGP01000541 | Aedes_aegypti_LVP_AGWG | AaegL5 | 72394 | supercontig
NIGP01000542 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2000 | supercontig
NIGP01000543 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37152 | supercontig
NIGP01000544 | Aedes_aegypti_LVP_AGWG | AaegL5 | 21609 | supercontig
NIGP01000545 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29399 | supercontig
NIGP01000546 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36093 | supercontig
NIGP01000547 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38297 | supercontig
NIGP01000548 | Aedes_aegypti_LVP_AGWG | AaegL5 | 62911 | supercontig
NIGP01000549 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26369 | supercontig
NIGP01000550 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24181 | supercontig
NIGP01000551 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26520 | supercontig
NIGP01000552 | Aedes_aegypti_LVP_AGWG | AaegL5 | 111218 | supercontig
NIGP01000553 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25473 | supercontig
NIGP01000554 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33824 | supercontig
NIGP01000555 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33452 | supercontig
NIGP01000556 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33707 | supercontig
NIGP01000557 | Aedes_aegypti_LVP_AGWG | AaegL5 | 39134 | supercontig
NIGP01000558 | Aedes_aegypti_LVP_AGWG | AaegL5 | 49431 | supercontig
NIGP01000559 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25447 | supercontig
NIGP01000560 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37541 | supercontig
NIGP01000561 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28197 | supercontig
NIGP01000562 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31290 | supercontig
NIGP01000563 | Aedes_aegypti_LVP_AGWG | AaegL5 | 71159 | supercontig
NIGP01000564 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31664 | supercontig
NIGP01000565 | Aedes_aegypti_LVP_AGWG | AaegL5 | 87070 | supercontig
NIGP01000566 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34551 | supercontig
NIGP01000567 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27076 | supercontig
NIGP01000568 | Aedes_aegypti_LVP_AGWG | AaegL5 | 46735 | supercontig
NIGP01000569 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26378 | supercontig
NIGP01000570 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23007 | supercontig
NIGP01000571 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26282 | supercontig
NIGP01000572 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26111 | supercontig
NIGP01000573 | Aedes_aegypti_LVP_AGWG | AaegL5 | 55521 | supercontig
NIGP01000574 | Aedes_aegypti_LVP_AGWG | AaegL5 | 82317 | supercontig
NIGP01000575 | Aedes_aegypti_LVP_AGWG | AaegL5 | 74389 | supercontig
NIGP01000576 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34103 | supercontig
NIGP01000577 | Aedes_aegypti_LVP_AGWG | AaegL5 | 55869 | supercontig
NIGP01000578 | Aedes_aegypti_LVP_AGWG | AaegL5 | 60604 | supercontig
NIGP01000579 | Aedes_aegypti_LVP_AGWG | AaegL5 | 63708 | supercontig
NIGP01000580 | Aedes_aegypti_LVP_AGWG | AaegL5 | 49161 | supercontig
NIGP01000581 | Aedes_aegypti_LVP_AGWG | AaegL5 | 44050 | supercontig
NIGP01000582 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29110 | supercontig
NIGP01000583 | Aedes_aegypti_LVP_AGWG | AaegL5 | 44379 | supercontig
NIGP01000584 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22018 | supercontig
NIGP01000585 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34555 | supercontig
NIGP01000586 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32533 | supercontig
NIGP01000587 | Aedes_aegypti_LVP_AGWG | AaegL5 | 20801 | supercontig
NIGP01000588 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33967 | supercontig
NIGP01000589 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35659 | supercontig
NIGP01000590 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23721 | supercontig
NIGP01000591 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35400 | supercontig
NIGP01000592 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22505 | supercontig
NIGP01000593 | Aedes_aegypti_LVP_AGWG | AaegL5 | 84697 | supercontig
NIGP01000594 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27047 | supercontig
NIGP01000595 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26159 | supercontig
NIGP01000596 | Aedes_aegypti_LVP_AGWG | AaegL5 | 41950 | supercontig
NIGP01000597 | Aedes_aegypti_LVP_AGWG | AaegL5 | 43218 | supercontig
NIGP01000598 | Aedes_aegypti_LVP_AGWG | AaegL5 | 68925 | supercontig
NIGP01000599 | Aedes_aegypti_LVP_AGWG | AaegL5 | 68715 | supercontig
NIGP01000600 | Aedes_aegypti_LVP_AGWG | AaegL5 | 54943 | supercontig
NIGP01000601 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27993 | supercontig
NIGP01000602 | Aedes_aegypti_LVP_AGWG | AaegL5 | 76467 | supercontig
NIGP01000603 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28344 | supercontig
NIGP01000604 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23564 | supercontig
NIGP01000605 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28325 | supercontig
NIGP01000606 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30009 | supercontig
NIGP01000607 | Aedes_aegypti_LVP_AGWG | AaegL5 | 20891 | supercontig
NIGP01000608 | Aedes_aegypti_LVP_AGWG | AaegL5 | 56407 | supercontig
NIGP01000609 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37583 | supercontig
NIGP01000610 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27520 | supercontig
NIGP01000611 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33293 | supercontig
NIGP01000612 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31844 | supercontig
NIGP01000613 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26918 | supercontig
NIGP01000614 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22763 | supercontig
NIGP01000615 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28339 | supercontig
NIGP01000616 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37184 | supercontig
NIGP01000617 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38101 | supercontig
NIGP01000618 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33022 | supercontig
