"chr","start","end","width","Conc","Conc_All_Others","Conc_K27Ac","Fold","p.value","FDR"
"AaegL5_2",304816577,304899600,83024,8.20450466325472,7.94705144543721,8.53964322674385,-0.592591781306639,0.000167953013854397,0.000722997735830355
"AaegL5_1",15791069,15799015,7947,4.91162662200121,5.18370652428089,4.32938259040966,0.854323933871234,0.000168531267611951,0.000723191135701916
"AaegL5_3",84776008,84803427,27420,5.97020434503306,6.32838392577645,5.10536631337107,1.22301761240538,0.000174408389682968,0.000744353908969226
"NIGP01001587",19797,26908,7112,4.46164989882464,4.8875363026151,3.31145311368903,1.57608318892607,0.000174560872457385,0.000744353908969226
"AaegL5_2",217179941,217214991,35051,7.63113858583991,7.45511106439397,7.87454078412684,-0.419429719732864,0.000183361171324789,0.000779428678107882
"AaegL5_1",258804306,258825815,21510,6.66430365814431,6.36222303865985,7.04533122375944,-0.683108185099587,0.000190667818740781,0.000807954881914061
"AaegL5_2",450860146,450868327,8182,3.75467972956233,4.16119763841827,2.69346257215431,1.46773506626396,0.000192496688534931,0.000813163581474664
"AaegL5_2",206265824,206271324,5501,2.96155392796871,3.38034455207438,1.84473567096745,1.53560888110693,0.000193543827400949,0.00081504791911704
"AaegL5_3",304277708,304322896,45189,7.62542366042981,7.38014881436511,7.94752707088601,-0.567378256520897,0.000203760365272602,0.000854459978109959
"AaegL5_2",6421246,6629353,208108,9.30596610179381,9.13438826932267,9.54402681087818,-0.409638541555505,0.000204163003619194,0.000854459978109959
"AaegL5_3",206782401,206787867,5467,4.48513106353974,4.80490127864015,3.75533518026195,1.0495660983782,0.000210697295483731,0.000879093946695198
"AaegL5_3",147836676,147881275,44600,6.63497906850386,7.01427962773818,5.68840253157048,1.3258770961677,0.000211357886562849,0.000879145074169397
"AaegL5_3",201814852,201818824,3973,4.7094287642748,5.03249108523877,3.96867596340781,1.06381512183096,0.000212349360321978,0.000880567989592055
"AaegL5_2",110972779,110983989,11211,4.87006543533418,5.21580926864337,4.05074892346143,1.16506034518194,0.000213634409433498,0.000883195912170191
"AaegL5_2",330793238,330801204,7967,5.74436739909543,6.03030722484097,5.12126499864791,0.909042226193058,0.000219530500671469,0.000904812641065385
"AaegL5_2",249275602,249282017,6416,2.90553457029997,3.33642745498783,1.73121203328176,1.60521542170607,0.000222602705094508,0.000914694751842886
"AaegL5_2",421422586,421425664,3079,4.64124403500803,5.07733954251402,3.44132440337416,1.63601513913986,0.000228753538683253,0.000937129300466739
"AaegL5_3",374043424,374051004,7581,5.10260698528082,5.51639005935869,4.00879197759286,1.50759808176583,0.000229507811968901,0.000937387328403103
"AaegL5_3",319668498,319671833,3336,4.95478297866067,5.41663800728782,3.61945287072882,1.797185136559,0.000234639944036781,0.000955315295250174
"AaegL5_1",250535156,250549532,14377,6.47188412748976,6.08744280313333,6.93055909350121,-0.843116290367873,0.00023530627478876,0.000955315295250174
"AaegL5_1",224328210,224335526,7317,4.55072603135515,4.09532121337784,5.06987658665334,-0.974555373275497,0.000236966530957996,0.000959183928295648
"AaegL5_2",262920111,262975875,55765,7.52191685102763,7.27307977094761,7.84785672367496,-0.574776952727344,0.000248807663067223,0.00100411664023558
"NIGP01000658",39992,46847,6856,4.51494828825494,4.89082656778571,3.58201738682889,1.30880918095681,0.000250233367432188,0.00100687372770934
"NIGP01000675",41924,50507,8584,4.75310126233165,4.22221637248275,5.33092099778649,-1.10870462530374,0.000252114106033946,0.00101144002302376
"AaegL5_1",3038941,3052851,13911,5.20252661841673,5.49377901383909,4.56334401487558,0.930434998963508,0.000264058805602336,0.00105623522240934
"AaegL5_3",353227202,353251021,23820,6.14665392723173,5.9055948847327,6.46419146052554,-0.558596575792841,0.000277523190608913,0.00110682778372261
"AaegL5_3",22021145,22045423,24279,5.53780830189048,5.14352001645306,6.00520943564921,-0.861689419196147,0.000281109555099373,0.00111784327482331
"AaegL5_2",17866799,17919377,52579,7.33591654645423,7.11281691309301,7.63368732092134,-0.520870407828337,0.000284216253657664,0.00112689251450232
"AaegL5_2",228061261,228070785,9525,4.49712349935146,4.8823046253301,3.52671634553095,1.35558827979915,0.000290237819248799,0.0011473962959484
"AaegL5_3",188465414,188472371,6958,3.59078321541002,3.94917781308221,2.72514182246151,1.2240359906207,0.000291079886287795,0.0011473962959484
"AaegL5_2",69435330,69439994,4665,4.29903217514575,4.66587740385145,3.40136015748495,1.2645172463665,0.000302689084560287,0.00118969970627174
"AaegL5_3",198399448,198404441,4994,4.28699583433185,4.58174486826191,3.63709809310446,0.944646775157441,0.000311968489435535,0.00121970657442681
"AaegL5_3",218859533,218872045,12513,4.47382969962015,3.99361569099415,5.01287031902077,-1.01925462802662,0.00031212255260037,0.00121970657442681
"AaegL5_2",368829306,368838394,9089,5.87987816562478,5.58186320963883,6.2568428059728,-0.674979596333962,0.000319633497397446,0.00124546845537626
"AaegL5_3",244013839,244019530,5692,5.08450519807774,5.39758740239195,4.37664021494938,1.02094718744257,0.000323646329585458,0.00125749118314579
"AaegL5_3",118913914,118922428,8515,4.82235006777822,5.1219649769936,4.1573637021155,0.964601274878095,0.000326243683443989,0.001263961242143
"AaegL5_2",162914180,162943653,29474,7.007131098707,6.76921784778742,7.3212434423848,-0.552025594597379,0.000332987485785901,0.00128498694275681
"AaegL5_2",403562138,403588408,26271,5.82983616186122,5.41021672239874,6.31917881726388,-0.908962094865135,0.000333565932043066,0.00128498694275681
"AaegL5_1",242824313,242864194,39882,6.34674948025083,6.61890991108968,5.76427248175605,0.854637429333629,0.000335133962299723,0.00128737012146862
"AaegL5_2",205946450,205965283,18834,6.7201431902909,6.37467643766662,7.14314547822488,-0.768469040558267,0.000345853309544063,0.00132479403316878
"AaegL5_1",248871680,249046086,174407,9.0134321879212,8.82465964737277,9.2719354562612,-0.447275808888435,0.00035965184682445,0.00137376874449001
"AaegL5_1",117538260,117543500,5241,2.14817879078282,2.66248419936008,0.480273275274376,2.18221092408571,0.000362755912542471,0.00138173319496514
"AaegL5_2",306349766,306354110,4345,4.62676121137956,4.97718215576211,3.79053786938156,1.18664428638055,0.000365848367220884,0.00138630526860036
"NIGP01001949",56200,63556,7357,3.52378244235192,3.99578811619467,2.13066701583788,1.86512110035679,0.000366000948494785,0.00138630526860036
"AaegL5_3",402502783,402508749,5967,4.47390625468375,4.80976236859286,3.68951816504576,1.12024420354709,0.000371848401045049,0.00140453045074397
"AaegL5_2",399818387,399826725,8339,3.5849139024234,3.95365450375032,2.67993289812896,1.27372160562135,0.000377267208426483,0.00142103981840642
"AaegL5_2",307757889,307775208,17320,4.84792351003078,5.17803018535313,4.08335619853707,1.09467398681607,0.000381143106072373,0.00143166219344637
"NIGP01000304",3037,138257,135221,8.61907849780214,8.92998315969426,7.91826098799978,1.01172217169448,0.000382211432329959,0.00143170912220836
"AaegL5_1",159851798,159872009,20212,6.14127495955498,6.36073057230241,5.70126462993567,0.659465942366746,0.000383593880593498,0.00143292920684513
"AaegL5_2",7830127,7858535,28409,6.36899523519228,6.06819667878692,6.74874407108473,-0.680547392297811,0.000384967049425146,0.00143410801928708
"AaegL5_2",153487856,153513165,25310,6.62864198040144,6.38690909582826,6.94691117861302,-0.560002082784758,0.000414571487815293,0.0015401614725412
"AaegL5_1",151663579,151673402,9824,4.1939257602677,4.57601130613507,3.23612439952501,1.33988690661006,0.000417688144894641,0.00154750034010146
"AaegL5_3",198261256,198270621,9366,5.12887219241389,5.40479860906214,4.53544341955249,0.869355189509654,0.000438289921674877,0.00161940363430827
"AaegL5_3",304927096,304930788,3693,3.30323687806193,3.78210373787322,1.86946639999721,1.91263733787601,0.000446814568321208,0.00164641455066184
"AaegL5_2",107805655,107952326,146672,9.26252502143727,9.01477848579408,9.58729248587081,-0.572514000076731,0.000450616247048019,0.00165592311923337
"AaegL5_3",237699889,237707605,7717,4.53585464761784,4.90455492041746,3.63102964569619,1.27352527472127,0.000469023889225393,0.00171767871141158
"AaegL5_3",78478900,78482598,3699,4.87649475954255,5.3210805236589,3.63359556685867,1.68748495680023,0.000469954868682667,0.00171767871141158
"AaegL5_2",210325691,210344639,18949,6.2543215408007,5.94023299492767,6.64721658259232,-0.706983587664651,0.000475293490556477,0.00173252143331877
"AaegL5_2",72206645,72219773,13129,5.17555479756866,4.76719626035477,5.65523208654574,-0.888035826190968,0.000489430995537154,0.00177927193015652
"AaegL5_2",123476290,123484245,7956,5.3720929655993,5.64794962803967,4.77886806174044,0.869081566299229,0.000495775864393422,0.00179751890940503
"AaegL5_1",157324372,157362714,38343,6.99745972627621,6.77071592228918,7.2992833693292,-0.528567447040019,0.000504617104056861,0.00182341485278506
"AaegL5_2",215037579,215040543,2965,4.2217814052129,4.54121527889393,3.49309887524023,1.0481164036537,0.000505607658294383,0.00182341485278506
"AaegL5_2",274241611,274255582,13972,4.6864651318137,4.97850277010856,4.04488539720876,0.933617372899802,0.00052171256141531,0.00187650459755746
"AaegL5_2",286482761,286490351,7591,4.14287979252779,4.44510549686667,3.46971083788944,0.97539465897723,0.000526395807429611,0.00188834051554114
"AaegL5_3",368306685,368327139,20455,6.51499448452023,6.21940980376926,6.88951952091453,-0.670109717145269,0.000552500726672993,0.00197365685160623
"AaegL5_2",6106893,6118788,11896,4.60490227649529,4.15744057345607,5.11755281439655,-0.960112240940481,0.000553089678178737,0.00197365685160623
"AaegL5_1",171492074,171759074,267001,9.73100696375969,9.57920648558769,9.94488020711052,-0.365673721522832,0.000562339048369364,0.00200139566821222
"AaegL5_3",195080980,195089761,8782,4.07846930522752,4.52258335851359,2.83799863901041,1.68458471950319,0.000564256158929825,0.00200285215588771
"AaegL5_1",147629716,147642386,12671,4.36185983513082,4.69388706229038,3.59071056524607,1.10317649704431,0.000565702341965334,0.00200285215588771
"AaegL5_1",117145206,117148434,3229,2.56457762871033,3.00587975697105,1.33848320681549,1.66739655015556,0.00060408549364299,0.00213317689942681
"AaegL5_1",12665108,12670957,5850,2.94090413956661,3.34321126193035,1.89817524553567,1.44503601639468,0.000629601759224628,0.00221750645586648
"AaegL5_2",438483792,438500262,16471,6.49684501552502,6.13996593747439,6.93048489238496,-0.790518954910568,0.000632393517373575,0.00222060053115522
"AaegL5_3",186017666,186025372,7707,5.04612023647406,4.6913713197053,5.47778687210559,-0.786415552400287,0.000633755461325274,0.00222060053115522
"AaegL5_2",300715786,300750142,34357,7.60276457217646,7.36113340195795,7.92092337352523,-0.559789971567277,0.000644161079662923,0.00224869300071567
"AaegL5_2",306816007,306892630,76624,8.42055715878076,8.1318839452381,8.78809893108966,-0.656214985851568,0.000645089658759877,0.00224869300071567
"AaegL5_2",282999733,283014382,14650,4.95794617993025,5.22986139704393,4.37617842041453,0.853682976629394,0.000647876665906352,0.00225261733068978
"AaegL5_3",81805036,81828330,23295,6.28718524131081,6.50978830810633,5.83918993707395,0.670598371032381,0.000663744003446864,0.00229969063792444
"AaegL5_1",219132888,219625638,492751,10.6175511781721,10.4059670943547,10.9023713717593,-0.496404277404633,0.000664807323057804,0.00229969063792444
"AaegL5_3",177855420,177868186,12767,5.43969221156709,5.72014509513348,4.83295077330845,0.887194321825033,0.000668036563628376,0.00230498112030554
"AaegL5_2",186961628,186969291,7664,4.89984451788408,5.18226778005995,4.28725628137214,0.895011498687811,0.000680633187899095,0.00234134995094921
"AaegL5_1",105210034,105335333,125300,8.64897407671037,8.35127565160721,9.02562143730105,-0.674345785693836,0.000682030406065588,0.00234134995094921
"AaegL5_3",109382898,109848569,465672,10.7209567540591,10.5655446576497,10.9393022493081,-0.373757591658398,0.000697476828941845,0.00238832974758874
"AaegL5_2",222277708,222287750,10043,4.29819222239201,4.56906951855351,3.71942128582845,0.849648232725059,0.000719250734350105,0.00245650070712085
"AaegL5_2",229520837,229595809,74973,8.46464125807308,8.66477441352243,8.07233941760921,0.592434995913216,0.000721091317105194,0.00245650070712085
"AaegL5_3",108600068,108603508,3441,2.99614163978136,3.37923596592442,2.03424738542659,1.34498858049783,0.000722819898334232,0.00245650070712085
"AaegL5_3",207158503,207233178,74676,7.42240525839344,7.59491842249872,7.0946367651185,0.500281657380215,0.000733110650943191,0.00248524510669742
"AaegL5_1",104819831,104823842,4012,3.96055248049536,3.46668007652546,4.51028436465987,-1.04360428813441,0.000737749818610683,0.00249473504747154
"AaegL5_3",148210903,148242852,31950,5.87241806796124,6.24701892379546,4.94453950969204,1.30247941410342,0.000756593790968435,0.0025520924889383
"AaegL5_2",342100694,342106372,5679,3.87799623668383,3.45286259526016,4.37202101886451,-0.919158423604348,0.00077365122388798,0.0026029617192745
"AaegL5_2",228591031,229503293,912263,12.0064226633567,12.1942518134534,11.6433788716692,0.550872941784244,0.000775513668574407,0.0026029617192745
"AaegL5_2",130695118,130698380,3263,3.30361680338393,3.6466506357765,2.49398176981542,1.15266886596109,0.000794150097384923,0.002658932177911
"AaegL5_1",68256995,68261827,4833,6.2817455621834,5.74527518973279,6.86369544086923,-1.11842025113643,0.000834120049419398,0.00278587878574557
"AaegL5_2",395793870,395880132,86263,9.06549183732238,8.88424900973654,9.31510871000774,-0.430859700271203,0.000836641887373238,0.00278743587046219
"AaegL5_3",294370010,294608864,238855,9.53893960548038,9.32109924986869,9.83082294448077,-0.509723694612083,0.00084105105364161,0.00279525791357359
"AaegL5_2",306220777,306287213,66437,7.61310959263855,7.32222512040222,7.98289291750209,-0.660667797099878,0.000847959007482583,0.00281132619595693
"AaegL5_1",285137503,285142171,4669,4.97740640636462,5.37956873621507,3.93530810449043,1.44426063172464,0.000865561171521215,0.00286268524044578
"AaegL5_2",153168681,153177751,9071,4.08073163531936,4.4517747049161,3.16680864770275,1.28496605721336,0.000886059522945518,0.00292334966694434
"AaegL5_2",246461255,246480524,19270,5.9296251285935,5.63646281767351,6.3017102811636,-0.665247463490099,0.000895314845812666,0.00294671585175237
"AaegL5_2",317288736,317297749,9014,5.4919794194406,5.71477864880956,5.0434844131965,0.671294235613063,0.000902546627702126,0.00296010493842331
"AaegL5_2",215981043,216043370,62328,8.07012145593512,7.89776928401288,8.30911430476769,-0.411345020754806,0.000903748852881453,0.00296010493842331
"AaegL5_3",136005184,136014190,9007,4.15866144621586,4.43905077083088,3.55210808289809,0.886942687932789,0.000948618298631195,0.00309958171793711
"AaegL5_1",118571204,118601444,30241,6.32041069231727,6.52811373419991,5.90968160065662,0.618432133543289,0.000991547720406401,0.00322772370734304
"AaegL5_2",85390256,85398899,8644,5.2540334511007,5.51596494803999,4.7007496547146,0.815215293325398,0.000992596449824519,0.00322772370734304
"AaegL5_2",293307523,293317168,9646,4.75283054586986,5.0921038638189,3.95649350748822,1.13561035633068,0.000995837769539844,0.00323051678348332
"AaegL5_3",133936986,133948888,11903,5.83503953343322,6.08119714487955,5.32525946377264,0.755937681106911,0.00103130157814948,0.00333757742236444
"AaegL5_3",378825167,378827405,2239,2.30350351501752,2.73742022739075,1.1143702106672,1.62305001672355,0.00106150545161577,0.00342714617235948
"AaegL5_1",160530016,160535301,5286,4.54635431049153,4.12663848345838,5.0357790935246,-0.909140610066223,0.00106416686312921,0.00342757782993638
"AaegL5_2",120469782,120514707,44926,6.65454655349206,6.27807984566654,7.10607156825168,-0.827991722585149,0.00108955306617855,0.00350102833587232
"AaegL5_3",337249681,337280954,31274,6.36199569442775,6.1079960499267,6.69346081351705,-0.585464763590354,0.00110312382250506,0.0035362550905836
"AaegL5_3",188754388,188763099,8712,4.45106348168863,4.717538405318,3.88491120516123,0.832627200156768,0.00114041360333267,0.00364717180688467
"AaegL5_2",417090212,417095230,5019,4.39910033285885,4.767616466128,3.49498736608202,1.27262910004598,0.00114616823620024,0.00365695089008831
"AaegL5_2",195954395,195969895,15501,7.27180604404907,6.77083317122657,7.82702519843995,-1.05619202721339,0.00116936184922612,0.00372219405528315
"AaegL5_3",8333314,8547241,213928,9.6317673027582,9.46648529226518,9.86220804101084,-0.395722748745666,0.00118350078382831,0.00375837719641964
"AaegL5_1",151117628,151151914,34287,6.79834028440778,6.97681864668916,6.45697967688815,0.519838969801004,0.00121088855150896,0.00383636653235082
"AaegL5_2",183376668,183391685,15018,4.3291356663051,4.68667304755004,3.4666936940491,1.21997935350094,0.00123244954319114,0.00389557477987687
"AaegL5_2",222342552,222347954,5403,3.39963396458188,3.72921469603154,2.63686237721015,1.09235231882139,0.00123641649320326,0.0038990250343805
"AaegL5_2",141733095,141750258,17164,5.87668884131429,5.44129169192356,6.37934099417816,-0.938049302254595,0.00126369593497673,0.00397580438011241
"AaegL5_2",228163151,228200182,37032,7.75598198860859,7.52965956722622,8.05733809494237,-0.527678527716143,0.00128404972128025,0.00403048940290745
"AaegL5_3",253157097,253235589,78493,7.69971851581474,7.48430470591656,7.98887009364669,-0.504565387730135,0.00130314254512753,0.00408097295887514
"AaegL5_1",143260286,143263251,2966,2.45680718375791,2.84222286564759,1.48543926088484,1.35678360476275,0.00133168893956827,0.00416076083422714
"AaegL5_1",24350501,24368135,17635,6.52695866493347,6.76033797146085,6.05114957441959,0.709188397041259,0.00133885000414498,0.00417351863361057
"AaegL5_1",221177874,221228857,50984,7.93502671386732,7.74754928836273,8.19200870345366,-0.444459415090922,0.00134258335944245,0.0041755574206513
"AaegL5_2",205372133,205374437,2305,2.49481579441848,2.95216153693617,1.18430642052209,1.76785511641408,0.00139073679186832,0.00431542125806281
"AaegL5_1",131584881,131588691,3811,3.27993223408066,3.62249181407273,2.47198294709962,1.15050886697311,0.00139722218309458,0.00432374757436382
"AaegL5_3",237935326,237948307,12982,4.81176503073241,5.05305762253069,4.31504861556819,0.7380090069625,0.00139979733417826,0.00432374757436382
"AaegL5_1",1301798,1321318,19521,6.20244239168117,6.47389609491775,5.62200821110287,0.85188788381488,0.00142774597958845,0.00439491745543565
"AaegL5_1",251803031,251813966,10936,5.90945524154426,5.62373575466642,6.27399199798686,-0.650256243320441,0.00142932049988726,0.00439491745543565
"AaegL5_1",150179241,150191041,11801,4.9166734313744,5.19128254580599,4.32708819048376,0.864194355322237,0.00147918850379515,0.00453796292114531
"AaegL5_3",161465196,161468885,3690,3.93382938611405,4.29932758137647,3.04132361846139,1.25800396291508,0.00157341206331675,0.00481613263624722
"AaegL5_2",55657413,55664395,6983,3.66010967398579,3.98372701299354,2.91749893816701,1.06622807482652,0.0015803704684479,0.00482653683607063
"AaegL5_2",215055965,215061301,5337,4.99106008312093,4.67049669538475,5.39027342632293,-0.719776730938183,0.00164239673368463,0.00500469656376709
"AaegL5_2",42819353,42852129,32777,6.5356955840868,6.2122288601534,6.93772395212222,-0.725495091968819,0.00164910622409568,0.00501387452886489
"AaegL5_2",162950317,162970773,20457,6.04017178241709,5.75008277863223,6.40914953762503,-0.659066758992799,0.00165490716293639,0.00502025528622313
"AaegL5_3",223120240,223129045,8806,4.72437251318629,4.98586971117902,4.17231069570533,0.813559015473682,0.0016677659417917,0.00504797012738739
"AaegL5_3",13754064,13757463,3400,4.40596001380581,4.65540343583866,3.88726418462237,0.768139251216289,0.001672427711625,0.00505080618477394
"AaegL5_3",374204253,374208358,4106,4.05159817847429,4.39083819177777,3.25537821260685,1.13545997917092,0.00168492051759885,0.00507722715969786
"AaegL5_2",391031047,391046443,15397,5.64875602650742,5.28266457369908,6.09086545423971,-0.808200880540634,0.0017273420761658,0.00519351630882666
"AaegL5_3",8037819,8070139,32321,6.66176990174839,6.86266442994556,6.26762962195982,0.59503480798574,0.00175264281392314,0.00525792844176942
"AaegL5_2",249433997,249440909,6913,5.17163598151858,5.40534984157653,4.69495139391813,0.710398447658402,0.00176931455185554,0.00529622634065366
"AaegL5_3",330155862,330163505,7644,3.39132577724887,3.7632483572234,2.47396860644796,1.28927975077544,0.00177392198081641,0.00529832203961907
"AaegL5_1",283178535,283183905,5371,3.30714610496217,3.64747419776166,2.50709499557769,1.14037920218397,0.00177996080488539,0.00530467439873535
"AaegL5_1",243876658,243884371,7714,5.15644945954287,5.46378976494141,4.46707127821743,0.996718486723984,0.00180123779637771,0.00535631239449162
"AaegL5_1",271676317,271728042,51726,6.58096712153842,6.84541466554637,6.02057624782594,0.824838417720428,0.00182651164580943,0.00541958378931638
"AaegL5_3",403932182,403951547,19366,6.00885367013076,6.21475279833088,5.60254603342427,0.612206764906613,0.00184063972299106,0.00544957961654121
"AaegL5_3",206283794,206300517,16724,5.48531751110464,5.76101901145825,4.8925459572486,0.868473054209654,0.00184893132710561,0.00546220235197213
"AaegL5_2",401349388,401368095,18708,4.39240943142329,4.76159661719074,3.48569948919016,1.27589712800058,0.00185362947435095,0.0054629710532086
"AaegL5_2",374590777,374613108,22332,4.71972964815243,5.08894176106326,3.81292312438725,1.27601863667601,0.00185724900850233,0.0054629710532086
"AaegL5_2",247477277,247493932,16656,5.2115076084434,5.48571042879715,4.62310505427633,0.862605374520823,0.00186662484740423,0.00547866513653708
"AaegL5_2",222415596,222462272,46677,7.95947128260076,7.76617803755724,8.22326151551822,-0.457083477960981,0.00187793572392332,0.00549995862125275
"AaegL5_2",306661703,306667934,6232,4.59138548725245,4.15862519684935,5.091831897607,-0.933206700757649,0.00190343520984291,0.0055564218110072
"AaegL5_2",175227558,175232271,4714,4.07606684378222,4.41815893323288,3.26977680120939,1.14838213202348,0.00190541013430557,0.0055564218110072
"AaegL5_2",261235284,261239735,4452,3.58109362813534,3.93502729962527,2.73200427767708,1.20302302194819,0.00190954775349794,0.00555653809816139
"AaegL5_2",263476905,263484118,7214,4.0486597278554,3.61645479260462,4.54864063654995,-0.932185843945323,0.00192174675569877,0.00558006124352792
"AaegL5_3",61062166,61072681,10516,4.87772311926538,4.52368117452985,5.30873362063698,-0.785052446107122,0.00193633364548242,0.00561040261383368
"AaegL5_1",104391055,104399486,8432,5.53873795352414,5.79309477243753,5.00656798558943,0.7865267868481,0.00197510310574253,0.00571053264688031
"AaegL5_1",3441249,3458918,17670,5.57483269780787,5.30983819175756,5.91793000607146,-0.608091814313906,0.00198786716993,0.0057352082604789
"AaegL5_3",223860059,223995648,135590,8.76078720076505,8.55552556311095,9.03840281778572,-0.482877254674763,0.00199760215110561,0.00575105842229132
"AaegL5_1",57140009,57145500,5492,3.77886774008202,4.10474330317178,3.02866536180957,1.07607794136221,0.00201559426280521,0.005790563178737
"AaegL5_3",1758850,1808460,49611,6.89457923335836,6.60528612496686,7.26275009109533,-0.657463966128475,0.00202082633239018,0.00579332031019257
"AaegL5_2",246379361,246398638,19278,6.10901596413605,6.3176972771459,5.69588109669254,0.621816180453359,0.0020423253348117,0.00584260159072714
"AaegL5_1",190613149,190627048,13900,3.89217464996404,4.25566053810808,3.00734342807469,1.24831711003338,0.00205747576918456,0.00587355188003003
"AaegL5_3",129395991,129407571,11581,5.03670136137217,5.2825133397134,4.52785476673242,0.754658572980978,0.00219744110963582,0.00625993727871046
"AaegL5_3",8303215,8314641,11427,4.63225583255572,4.97559028088244,3.8215509409571,1.15403933992535,0.00222502164973294,0.00632521877785717
"AaegL5_1",75743219,75763518,20300,6.10396827724732,6.37745007288999,5.51766136096203,0.859788711927959,0.00223364606502178,0.00632710647052542
"AaegL5_1",251560855,251627255,66401,8.15963184141197,7.92194888624821,8.47349282162646,-0.551543935378247,0.00223501769865905,0.00632710647052542
"AaegL5_1",152381334,152392180,10847,4.08895786341563,4.37055220595046,3.47883318102142,0.891719024929031,0.00226114865429488,0.00638774494838302
"AaegL5_1",85771523,85800831,29309,6.80722278198018,6.99775904873732,6.43781365205976,0.559945396677557,0.00231494037946731,0.00652611050843592
"AaegL5_3",241928010,241935044,7035,4.32604766381418,3.93213343387504,4.79311936423302,-0.860985930357977,0.00232653823510473,0.00654475752328162
"AaegL5_3",336456172,336620302,164131,8.58083008713952,8.31935900851428,8.92021956519844,-0.600860556684163,0.00233120787886801,0.00654475752328162
"AaegL5_3",223321240,223328088,6849,4.52908759183769,4.77844176204995,4.01063493824863,0.767806823801314,0.00240238875857242,0.00673065941451282
"NIGP01001227",17019,21039,4021,3.20029077867729,3.54728456631385,2.3764806444622,1.17080392185165,0.00242227198404634,0.00677237280488008
"AaegL5_3",302499978,302526348,26371,6.25241331750263,5.99422514641175,6.58833128722629,-0.594106140814534,0.0024434570200969,0.00681754674743086
"AaegL5_3",148325837,148328372,2536,3.14871211876071,3.59156016259568,1.91473525600569,1.67682490658999,0.00246645643217293,0.00686758710888396
"AaegL5_1",14233496,14245155,11660,5.47257949571282,5.69475429503623,5.02567431760081,0.669079977435422,0.00250245195406795,0.00695353452810685
"AaegL5_2",299945088,299954917,9830,4.96179205484996,4.57376580081578,5.42365692505484,-0.849891124239065,0.00257848665707079,0.00715015931899384
"AaegL5_2",229880425,229899226,18802,5.93623074966474,6.12836194182388,5.56305260383864,0.565309337985239,0.00262980597046232,0.00727758550193246
"AaegL5_2",473440430,473444664,4235,3.74462431496259,4.0313121402164,3.11927223098144,0.912039909234962,0.00264186109304304,0.00729088506556762
"AaegL5_3",363735422,363795298,59877,7.33522607455664,7.08621368043377,7.66135425003705,-0.575140569603283,0.00264536537777232,0.00729088506556762
"AaegL5_1",132140588,132368631,228044,9.30179607764603,9.06808181058264,9.61131208581632,-0.543230275233684,0.00265347622952706,0.0072984052073807
"AaegL5_2",188641031,188650199,9169,5.46294925483832,5.83314685357331,4.55231788327994,1.28082897029337,0.00266191245719734,0.00730678804040403
"AaegL5_1",18908511,18918461,9951,4.62597589831466,4.88466607590068,4.08177846181592,0.802887614084762,0.0026704313017962,0.00731536332370839
"AaegL5_3",269386674,269390798,4125,3.33825979273282,3.66157757896569,2.59665220229742,1.06492537666827,0.00268829211918947,0.00734944377746153
"AaegL5_2",324322880,324348409,25530,6.77525760069501,6.50803556737731,7.12068945514665,-0.61265388776934,0.0027030007054895,0.00737478663308605
"AaegL5_1",288629061,288765128,136068,8.71319336206973,8.55165197256165,8.93907174680246,-0.38741977424081,0.00275100573636748,0.00749069031830181
"NIGP01001641",44316,48222,3907,4.11748583217403,4.43965662517199,3.37971094931003,1.05994567586196,0.00280742269506346,0.00762898832566343
"AaegL5_2",229808627,229826809,18183,6.77426049077422,6.96521427623054,6.40386606328375,0.56134821294679,0.00285344991286849,0.00773855616369934
"AaegL5_3",193511030,193558566,47537,8.04161780411377,7.83321414005498,8.32282227810274,-0.489608138047759,0.0029321300620034,0.00793606459895532
"AaegL5_3",67621834,67757897,136064,8.81054024453945,8.64207849740473,9.04483867378405,-0.402760176379324,0.00294217376098553,0.00794738569700475
"AaegL5_2",424458504,424463872,5369,4.64166333764397,4.32343093383443,5.03860850291424,-0.715177569079811,0.00299800693021928,0.00808210218166469
"AaegL5_1",229870985,229876841,5857,3.44875328113165,3.76811960043058,2.72029423399768,1.0478253664329,0.00305332538450621,0.00821489924879052
"AaegL5_3",191094235,191132447,38213,7.41795217255959,7.61129860161714,7.04189283265998,0.569405768957157,0.0030846421256797,0.00828272222261719
"AaegL5_2",404039104,404219734,180631,9.48298747588034,9.35167059401328,9.6710132040868,-0.319342610073519,0.00309326217549661,0.00828945357702254
"AaegL5_3",288982258,289097308,115051,8.24298341346684,8.03423178095666,8.52458431249213,-0.490352531535475,0.00311839160324454,0.00834031363708007
"AaegL5_2",56538392,56543004,4613,4.43443048795508,4.68923938779026,3.90101210134534,0.788227286444919,0.00313939223285697,0.00837995249557883
"AaegL5_2",229666724,229695168,28445,6.85859910125558,7.08082980048745,6.41155169876576,0.66927810172169,0.00317019419932494,0.00844554682570651
"AaegL5_3",79121824,79242389,120566,9.13048567988753,9.00819478172975,9.30685417488983,-0.298659393160083,0.00330062001204519,0.00877576614967309
"AaegL5_2",101133662,101136420,2759,4.4835498630476,4.81258585362315,3.7226351360801,1.08995071754305,0.00337728376590613,0.0089620289365337
"AaegL5_2",310815638,310819553,3916,3.63514302900609,3.96783909365227,2.86169244015927,1.106146653493,0.00339498469976519,0.00899140479078438
